name,type,Vertices,Edges
tpcds4_0.hg,CQ,55,6
tpcds50_0.hg,CQ,122,5
tpcds51_0.hg,CQ,113,4
tpcds51a_0.hg,CQ,451,16
tpcds52_0.hg,CQ,71,3
tpcds53_0.hg,CQ,99,4
tpcds54_0.hg,CQ,164,8
tpcds54_1.hg,CQ,28,1
tpcds54_2.hg,CQ,28,1
tpcds54_3.hg,CQ,34,1
tpcds54_4.hg,CQ,34,1
tpcds55_0.hg,CQ,71,3
tpcds56_0.hg,CQ,2,1
tpcds56_1.hg,CQ,83,4
tpcds56_2.hg,CQ,94,4
tpcds56_3.hg,CQ,94,4
tpcds57_0.hg,CQ,339,12
tpcds58_0.hg,CQ,233,9
tpcds58_1.hg,CQ,28,1
tpcds59_0.hg,CQ,211,8
tpcds5_0.hg,CQ,5,1
tpcds5_1.hg,CQ,61,3
tpcds5_2.hg,CQ,41,3
tpcds5_3.hg,CQ,58,3
tpcds5_4.hg,CQ,34,1
tpcds5_5.hg,CQ,56,2
tpcds5_6.hg,CQ,34,1
tpcds5_7.hg,CQ,27,1
tpcds5_8.hg,CQ,23,1
tpcds5_9.hg,CQ,20,1
tpcds5a_0.hg,CQ,5,1
tpcds5a_1.hg,CQ,5,1
tpcds5a_2.hg,CQ,5,1
tpcds5a_3.hg,CQ,5,1
tpcds61_0.hg,CQ,274,13
tpcds62_0.hg,CQ,104,5
tpcds63_0.hg,CQ,99,4
tpcds64_0.hg,CQ,633,38
tpcds65_0.hg,CQ,149,6
tpcds66_0.hg,CQ,32,1
tpcds66_1.hg,CQ,88,5
tpcds66_2.hg,CQ,88,5
tpcds67_0.hg,CQ,102,4
tpcds67a_0.hg,CQ,9,1
tpcds67a_1.hg,CQ,99,4
tpcds67a_2.hg,CQ,99,4
tpcds67a_3.hg,CQ,99,4
tpcds67a_4.hg,CQ,99,4
tpcds67a_5.hg,CQ,99,4
tpcds67a_6.hg,CQ,99,4
tpcds67a_7.hg,CQ,99,4
tpcds67a_8.hg,CQ,99,4
tpcds67a_9.hg,CQ,99,4
tpcds68_0.hg,CQ,123,7
tpcds69_0.hg,CQ,38,3
tpcds6_0.hg,CQ,100,5
tpcds6_1.hg,CQ,28,1
tpcds70_0.hg,CQ,78,3
tpcds70_1.hg,CQ,78,3
tpcds70a_0.hg,CQ,6,1
tpcds70a_1.hg,CQ,78,3
tpcds70a_2.hg,CQ,78,3
tpcds70a_3.hg,CQ,78,3
tpcds70a_4.hg,CQ,78,3
tpcds71_0.hg,CQ,34,3
tpcds71_1.hg,CQ,61,2
tpcds71_2.hg,CQ,61,2
tpcds71_3.hg,CQ,50,2
tpcds72_0.hg,CQ,206,11
tpcds73_0.hg,CQ,99,5
tpcds74_0.hg,CQ,21,4
tpcds75_0.hg,CQ,10,2
tpcds76_0.hg,CQ,6,1
tpcds76_1.hg,CQ,71,3
tpcds76_2.hg,CQ,82,3
tpcds76_3.hg,CQ,82,3
tpcds77_1.hg,CQ,152,6
tpcds77_2.hg,CQ,115,4
tpcds77_3.hg,CQ,137,6
tpcds77a_0.hg,CQ,5,1
tpcds77a_2.hg,CQ,5,1
tpcds77a_3.hg,CQ,5,1
tpcds78_0.hg,CQ,231,9
tpcds79_0.hg,CQ,99,5
tpcds7_0.hg,CQ,97,5
tpcds80_1.hg,CQ,135,6
tpcds80_2.hg,CQ,133,6
tpcds80_3.hg,CQ,147,6
tpcds81_0.hg,CQ,95,5
tpcds82_0.hg,CQ,74,4
tpcds83_0.hg,CQ,213,9
tpcds84_0.hg,CQ,63,6
tpcds85_0.hg,CQ,126,8
tpcds86_0.hg,CQ,82,3
tpcds86a_0.hg,CQ,6,1
tpcds86a_1.hg,CQ,82,3
tpcds86a_2.hg,CQ,82,3
tpcds86a_3.hg,CQ,82,3
tpcds87_0.hg,CQ,3,1
tpcds88_0.hg,CQ,512,32
tpcds89_0.hg,CQ,99,4
tpcds8_0.hg,CQ,79,4
tpcds8_1.hg,CQ,13,1
tpcds8_2.hg,CQ,30,2
tpcds90_0.hg,CQ,120,8
tpcds91_0.hg,CQ,125,7
tpcds92_0.hg,CQ,82,3
tpcds93_0.hg,CQ,43,3
tpcds94_0.hg,CQ,98,4
tpcds95_1.hg,CQ,67,2
tpcds95_2.hg,CQ,90,3
tpcds96_0.hg,CQ,64,4
tpcds97_0.hg,CQ,109,4
tpcds98_0.hg,CQ,71,3
tpcds99_0.hg,CQ,109,5
tpcds9_0.hg,CQ,3,1
tpch-manual-q1.hg,CQ,33,5
tpch-manual-q10.hg,CQ,19,3
tpch-manual-q11.hg,CQ,19,3
tpch-manual-q12.hg,CQ,22,4
tpch-manual-q13.hg,CQ,48,6
tpch-manual-q2.hg,CQ,27,4
tpch-manual-q3.hg,CQ,33,4
tpch-manual-q4.hg,CQ,24,3
tpch-manual-q5.hg,CQ,48,6
tpch-manual-q6.hg,CQ,32,3
tpch-manual-q7.hg,CQ,31,3
tpch-manual-q8.hg,CQ,31,3
tpch-manual-q9.hg,CQ,31,3
tpch-synthetic-q1.hg,CQ,39,4
tpch-synthetic-q10.hg,CQ,34,4
tpch-synthetic-q11.hg,CQ,34,4
tpch-synthetic-q12.hg,CQ,45,5
tpch-synthetic-q13.hg,CQ,45,5
tpch-synthetic-q14.hg,CQ,40,5
tpch-synthetic-q15.hg,CQ,42,5
tpch-synthetic-q16.hg,CQ,42,5
tpch-synthetic-q17.hg,CQ,40,5
tpch-synthetic-q18.hg,CQ,46,5
tpch-synthetic-q19.hg,CQ,43,5
tpch-synthetic-q2.hg,CQ,34,4
tpch-synthetic-q20.hg,CQ,46,5
tpch-synthetic-q3.hg,CQ,36,4
tpch-synthetic-q4.hg,CQ,34,4
tpch-synthetic-q5.hg,CQ,34,4
tpch-synthetic-q6.hg,CQ,39,4
tpch-synthetic-q7.hg,CQ,35,4
tpch-synthetic-q8.hg,CQ,29,4
tpch-synthetic-q9.hg,CQ,39,4
tpch10_0.hg,CQ,34,4
tpch11_0.hg,CQ,14,3
tpch11_1.hg,CQ,14,3
tpch12_0.hg,CQ,24,2
tpch13_0.hg,CQ,16,2
tpch14_0.hg,CQ,24,2
tpch15_0.hg,CQ,22,2
tpch15_1.hg,CQ,16,1
tpch16_0.hg,CQ,13,2
tpch16_1.hg,CQ,7,1
tpch17_0.hg,CQ,24,2
tpch18_0.hg,CQ,31,3
tpch18_1.hg,CQ,16,1
tpch19_0.hg,CQ,25,2
tpch1_0.hg,CQ,16,1
tpch20_0.hg,CQ,10,2
tpch20_1.hg,CQ,5,1
tpch20_2.hg,CQ,9,1
tpch21_0.hg,CQ,33,4
tpch22_0.hg,CQ,8,1
tpch22_1.hg,CQ,8,1
tpch2_0.hg,CQ,24,5
tpch3_0.hg,CQ,31,3
tpch4_0.hg,CQ,9,1
tpch5_0.hg,CQ,41,6
tpch6_0.hg,CQ,16,1
tpch7_0.hg,CQ,43,6
tpch8_0.hg,CQ,53,8
tpch9_0.hg,CQ,44,6
uf20-01.hg,MaxSAT,20,91
uf20-099.hg,MaxSAT,20,91
wiki_1000.dtl,CQ,4,6
wiki_100000.dtl,CQ,7,8
wiki_100013.dtl,CQ,7,6
wiki_100058.dtl,CQ,6,5
wiki_100074.dtl,CQ,6,5
wiki_100088.dtl,CQ,8,11
wiki_1001.dtl,CQ,8,7
wiki_1002.dtl,CQ,8,13
wiki_1004.dtl,CQ,10,14
wiki_1005.dtl,CQ,5,8
wiki_1006.dtl,CQ,9,11
wiki_1007.dtl,CQ,5,5
wiki_1008.dtl,CQ,8,8
wiki_100881.dtl,CQ,10,15
wiki_1009.dtl,CQ,5,9
wiki_101.dtl,CQ,9,8
wiki_1011.dtl,CQ,5,7
wiki_1012.dtl,CQ,7,7
wiki_1013.dtl,CQ,7,5
wiki_1014.dtl,CQ,10,10
wiki_1015.dtl,CQ,6,9
wiki_1016.dtl,CQ,13,14
wiki_102.dtl,CQ,4,5
wiki_1023.dtl,CQ,6,5
wiki_1024.dtl,CQ,8,12
wiki_1028.dtl,CQ,7,12
wiki_1029.dtl,CQ,7,11
wiki_1031.dtl,CQ,7,7
wiki_1032.dtl,CQ,7,7
wiki_1033.dtl,CQ,8,7
wiki_1036.dtl,CQ,6,6
wiki_1037.dtl,CQ,8,12
wiki_1039.dtl,CQ,7,8
wiki_104.dtl,CQ,8,11
wiki_1042.dtl,CQ,8,15
wiki_1044.dtl,CQ,5,5
wiki_1048.dtl,CQ,4,9
wiki_1049.dtl,CQ,7,10
wiki_1051.dtl,CQ,8,10
wiki_105267.dtl,CQ,6,9
wiki_1053.dtl,CQ,7,7
wiki_1054.dtl,CQ,6,6
wiki_1056.dtl,CQ,7,10
wiki_1059.dtl,CQ,6,8
wiki_106.dtl,CQ,8,11
wiki_1060.dtl,CQ,6,6
wiki_1062.dtl,CQ,7,8
wiki_1064.dtl,CQ,6,5
wiki_1066.dtl,CQ,6,8
wiki_1067.dtl,CQ,9,8
wiki_1068.dtl,CQ,5,5
wiki_107.dtl,CQ,4,6
wiki_1070.dtl,CQ,7,12
wiki_1071.dtl,CQ,6,5
wiki_1074.dtl,CQ,8,7
wiki_1076.dtl,CQ,8,15
wiki_1077.dtl,CQ,7,7
wiki_1080.dtl,CQ,9,9
wiki_1081.dtl,CQ,8,11
wiki_1082.dtl,CQ,7,8
wiki_1087.dtl,CQ,8,10
wiki_1088.dtl,CQ,7,7
wiki_109.dtl,CQ,7,12
wiki_1090.dtl,CQ,10,15
wiki_1092.dtl,CQ,10,16
wiki_1094.dtl,CQ,5,7
wiki_1097.dtl,CQ,4,5
wiki_1098.dtl,CQ,9,11
wiki_11.dtl,CQ,7,6
wiki_1105.dtl,CQ,7,6
wiki_111.dtl,CQ,4,6
wiki_1110.dtl,CQ,4,4
wiki_1111.dtl,CQ,5,5
wiki_1112.dtl,CQ,6,10
wiki_1114.dtl,CQ,8,17
wiki_1115.dtl,CQ,4,5
wiki_1120.dtl,CQ,5,4
wiki_1121.dtl,CQ,8,10
wiki_1122.dtl,CQ,8,17
wiki_1123.dtl,CQ,7,11
wiki_1124.dtl,CQ,4,5
wiki_1125.dtl,CQ,5,8
wiki_1129.dtl,CQ,6,9
wiki_113.dtl,CQ,6,8
wiki_1130.dtl,CQ,4,6
wiki_1132.dtl,CQ,6,9
wiki_1133.dtl,CQ,6,9
wiki_1134.dtl,CQ,8,9
wiki_1135.dtl,CQ,4,6
wiki_1136.dtl,CQ,10,17
wiki_1137.dtl,CQ,6,9
wiki_1139.dtl,CQ,12,19
wiki_1146.dtl,CQ,6,8
wiki_1149.dtl,CQ,7,8
wiki_115.dtl,CQ,7,6
wiki_115045.dtl,CQ,9,16
wiki_1151.dtl,CQ,7,8
wiki_1154.dtl,CQ,8,10
wiki_1155.dtl,CQ,7,7
wiki_1156.dtl,CQ,7,9
wiki_1159.dtl,CQ,15,17
wiki_1163.dtl,CQ,4,5
wiki_1165.dtl,CQ,6,6
wiki_1169.dtl,CQ,6,9
wiki_1170.dtl,CQ,7,11
wiki_1172.dtl,CQ,6,5
wiki_1174.dtl,CQ,7,11
wiki_1175.dtl,CQ,5,6
wiki_121.dtl,CQ,9,8
wiki_12519.dtl,CQ,7,7
wiki_125700.dtl,CQ,7,12
wiki_126.dtl,CQ,8,12
wiki_129.dtl,CQ,8,9
wiki_133.dtl,CQ,6,7
wiki_134.dtl,CQ,9,14
wiki_136430.dtl,CQ,8,8
wiki_140.dtl,CQ,8,14
wiki_142.dtl,CQ,3,3
wiki_144.dtl,CQ,3,4
wiki_145521.dtl,CQ,8,13
wiki_146.dtl,CQ,6,8
wiki_147.dtl,CQ,7,7
wiki_148876.dtl,CQ,8,14
wiki_15.dtl,CQ,8,11
wiki_151.dtl,CQ,10,14
wiki_156.dtl,CQ,8,12
wiki_157.dtl,CQ,9,9
wiki_160.dtl,CQ,5,6
wiki_17.dtl,CQ,4,3
wiki_179594.dtl,CQ,7,10
wiki_18.dtl,CQ,6,6
wiki_180.dtl,CQ,7,9
wiki_182.dtl,CQ,5,7
wiki_184.dtl,CQ,8,19
wiki_186.dtl,CQ,3,5
wiki_190.dtl,CQ,4,6
wiki_192.dtl,CQ,6,9
wiki_19320.dtl,CQ,6,7
wiki_195.dtl,CQ,8,11
wiki_198.dtl,CQ,6,8
wiki_201.dtl,CQ,4,5
wiki_204.dtl,CQ,6,9
wiki_206.dtl,CQ,3,5
wiki_206427.dtl,CQ,6,7
wiki_207.dtl,CQ,7,15
wiki_207186.dtl,CQ,9,13
wiki_209.dtl,CQ,7,11
wiki_210.dtl,CQ,6,9
wiki_214.dtl,CQ,6,7
wiki_215.dtl,CQ,5,6
wiki_217.dtl,CQ,8,8
wiki_218.dtl,CQ,6,5
wiki_22.dtl,CQ,8,13
wiki_221.dtl,CQ,4,12
wiki_224.dtl,CQ,7,5
wiki_224030.dtl,CQ,8,13
wiki_229.dtl,CQ,7,10
wiki_23.dtl,CQ,4,5
wiki_230.dtl,CQ,6,6
wiki_234.dtl,CQ,4,6
wiki_235.dtl,CQ,8,14
wiki_238.dtl,CQ,9,10
wiki_24.dtl,CQ,8,13
wiki_240.dtl,CQ,10,8
wiki_241.dtl,CQ,7,11
wiki_243.dtl,CQ,8,10
wiki_252.dtl,CQ,5,4
wiki_254.dtl,CQ,4,4
wiki_256.dtl,CQ,8,10
wiki_257.dtl,CQ,5,6
wiki_260.dtl,CQ,5,7
wiki_264.dtl,CQ,6,5
wiki_270.dtl,CQ,9,14
wiki_271.dtl,CQ,10,12
wiki_273.dtl,CQ,4,4
wiki_273526.dtl,CQ,8,11
wiki_273527.dtl,CQ,5,8
wiki_273530.dtl,CQ,9,8
wiki_273531.dtl,CQ,6,6
wiki_273532.dtl,CQ,9,13
wiki_273533.dtl,CQ,4,7
wiki_273534.dtl,CQ,8,8
wiki_273536.dtl,CQ,7,6
wiki_273537.dtl,CQ,6,9
wiki_273538.dtl,CQ,8,7
wiki_273539.dtl,CQ,4,4
wiki_273540.dtl,CQ,8,10
wiki_273541.dtl,CQ,7,11
wiki_273542.dtl,CQ,9,8
wiki_273543.dtl,CQ,5,8
wiki_273544.dtl,CQ,10,19
wiki_273546.dtl,CQ,4,5
wiki_273547.dtl,CQ,12,12
wiki_273548.dtl,CQ,8,7
wiki_273551.dtl,CQ,10,16
wiki_273552.dtl,CQ,6,6
wiki_273553.dtl,CQ,6,7
wiki_273554.dtl,CQ,9,12
wiki_273556.dtl,CQ,9,9
wiki_273558.dtl,CQ,4,6
wiki_273563.dtl,CQ,9,12
wiki_273566.dtl,CQ,8,8
wiki_273567.dtl,CQ,12,11
wiki_273571.dtl,CQ,6,8
wiki_273572.dtl,CQ,7,9
wiki_273573.dtl,CQ,9,12
wiki_273574.dtl,CQ,9,8
wiki_273585.dtl,CQ,14,19
wiki_273587.dtl,CQ,4,6
wiki_273588.dtl,CQ,10,15
wiki_273589.dtl,CQ,7,9
wiki_273590.dtl,CQ,5,7
wiki_273591.dtl,CQ,9,9
wiki_273698.dtl,CQ,10,14
wiki_273718.dtl,CQ,13,19
wiki_274.dtl,CQ,8,10
wiki_276.dtl,CQ,10,11
wiki_284.dtl,CQ,8,11
wiki_286.dtl,CQ,6,7
wiki_289.dtl,CQ,4,5
wiki_297.dtl,CQ,8,17
wiki_30.dtl,CQ,5,7
wiki_301.dtl,CQ,10,16
wiki_302.dtl,CQ,6,7
wiki_305.dtl,CQ,8,7
wiki_308.dtl,CQ,7,8
wiki_319.dtl,CQ,7,6
wiki_320.dtl,CQ,7,6
wiki_326.dtl,CQ,14,15
wiki_333.dtl,CQ,7,5
wiki_341.dtl,CQ,8,13
wiki_347.dtl,CQ,6,10
wiki_360.dtl,CQ,10,10
wiki_374.dtl,CQ,5,5
wiki_375.dtl,CQ,7,7
wiki_387.dtl,CQ,6,6
wiki_388.dtl,CQ,8,15
wiki_399.dtl,CQ,6,8
wiki_40.dtl,CQ,6,7
wiki_402.dtl,CQ,6,7
wiki_42.dtl,CQ,5,7
wiki_420.dtl,CQ,4,5
wiki_421.dtl,CQ,6,5
wiki_430.dtl,CQ,8,10
wiki_438.dtl,CQ,5,6
wiki_445.dtl,CQ,8,14
wiki_451.dtl,CQ,6,9
wiki_453.dtl,CQ,6,6
wiki_455.dtl,CQ,5,11
wiki_456.dtl,CQ,3,3
wiki_457.dtl,CQ,8,17
wiki_459.dtl,CQ,7,10
wiki_464.dtl,CQ,12,18
wiki_467.dtl,CQ,8,14
wiki_469.dtl,CQ,8,17
wiki_47.dtl,CQ,8,12
wiki_470.dtl,CQ,10,16
wiki_475.dtl,CQ,8,9
wiki_478.dtl,CQ,6,7
wiki_482.dtl,CQ,7,11
wiki_485.dtl,CQ,8,20
wiki_487.dtl,CQ,7,6
wiki_488.dtl,CQ,5,6
wiki_491.dtl,CQ,6,9
wiki_495.dtl,CQ,10,16
wiki_509.dtl,CQ,6,6
wiki_510.dtl,CQ,3,3
wiki_511.dtl,CQ,4,6
wiki_515.dtl,CQ,3,4
wiki_518.dtl,CQ,8,14
wiki_521.dtl,CQ,6,6
wiki_522.dtl,CQ,8,18
wiki_526.dtl,CQ,6,7
wiki_527.dtl,CQ,8,7
wiki_530.dtl,CQ,5,3
wiki_532.dtl,CQ,8,17
wiki_535.dtl,CQ,8,14
wiki_538.dtl,CQ,4,8
wiki_543.dtl,CQ,6,7
wiki_559.dtl,CQ,5,7
wiki_56.dtl,CQ,4,8
wiki_567.dtl,CQ,8,9
wiki_568.dtl,CQ,5,6
wiki_584.dtl,CQ,7,6
wiki_58438.dtl,CQ,9,12
wiki_592.dtl,CQ,13,13
wiki_593.dtl,CQ,4,8
wiki_60158.dtl,CQ,9,13
wiki_612.dtl,CQ,8,7
wiki_615.dtl,CQ,7,6
wiki_616.dtl,CQ,5,7
wiki_618.dtl,CQ,5,5
wiki_622.dtl,CQ,7,8
wiki_623.dtl,CQ,7,7
wiki_640.dtl,CQ,7,6
wiki_644.dtl,CQ,5,6
wiki_648.dtl,CQ,7,6
wiki_660.dtl,CQ,5,6
wiki_664.dtl,CQ,5,8
wiki_665.dtl,CQ,11,17
wiki_670.dtl,CQ,7,14
wiki_673.dtl,CQ,7,11
wiki_68.dtl,CQ,5,12
wiki_682.dtl,CQ,8,11
wiki_686.dtl,CQ,8,13
wiki_699.dtl,CQ,4,6
wiki_702.dtl,CQ,6,9
wiki_708.dtl,CQ,8,8
wiki_715.dtl,CQ,5,3
wiki_720.dtl,CQ,8,17
wiki_722.dtl,CQ,7,14
wiki_734.dtl,CQ,4,4
wiki_739.dtl,CQ,8,16
wiki_744.dtl,CQ,6,9
wiki_763.dtl,CQ,7,9
wiki_770.dtl,CQ,8,13
wiki_774.dtl,CQ,5,6
wiki_781.dtl,CQ,8,17
wiki_783.dtl,CQ,7,10
wiki_792.dtl,CQ,8,11
wiki_793.dtl,CQ,6,6
wiki_795.dtl,CQ,5,7
wiki_798.dtl,CQ,8,8
wiki_817.dtl,CQ,6,9
wiki_819.dtl,CQ,7,7
wiki_833.dtl,CQ,5,7
wiki_840.dtl,CQ,7,9
wiki_842.dtl,CQ,8,18
wiki_846.dtl,CQ,7,15
wiki_851.dtl,CQ,6,5
wiki_852.dtl,CQ,7,6
wiki_855.dtl,CQ,8,15
wiki_864.dtl,CQ,8,14
wiki_868.dtl,CQ,8,7
wiki_869.dtl,CQ,13,13
wiki_885.dtl,CQ,8,8
wiki_89.dtl,CQ,9,11
wiki_898.dtl,CQ,8,9
wiki_902.dtl,CQ,7,12
wiki_915.dtl,CQ,11,13
wiki_925.dtl,CQ,9,15
wiki_930.dtl,CQ,9,15
wiki_933.dtl,CQ,7,7
wiki_941.dtl,CQ,16,21
wiki_944.dtl,CQ,7,5
wiki_945.dtl,CQ,5,8
wiki_949.dtl,CQ,13,14
wiki_954.dtl,CQ,6,7
wiki_962.dtl,CQ,7,12
wiki_976.dtl,CQ,6,6
wiki_98.dtl,CQ,7,11
wiki_987.dtl,CQ,6,5
wiki_988.dtl,CQ,8,14
wiki_989.dtl,CQ,11,14
